pl_name,default_flag,tran_flag,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_kmag,sy_kmagerr1,sy_kmagerr2
LHS 1478 b,1,1,Published Confirmed,0,1.9495378,0.000004,-0.0000041,0,0.01848,0.00061,-0.00063,0,0.11080401,0.00454992,-0.00437149,0,0.007331,0.00062927,-0.00062927,0,Mass,6.67,1.03,-0.89,0,,,,,595,10,-10,0,87.452,0.052,-0.048,0,2458786.754,0.00042,-0.00042,0,0,0.717,0.012,-0.013,0,,,,,0.705,0.011,-0.011,0,16.119,0.088,-0.094,0,0.0462,0.0011,-0.001,0,,,,,,,,,,,,,,,,,,,,,3381,54,-54,0,0.246,0.008,-0.008,0,0.236,0.012,-0.012,0,-0.13,0.19,-0.19,0,4.87,0.06,-0.06,0,8.767,0.022,-0.022
LHS 1678 b,1,1,Published Confirmed,0,0.8602325,0.0000013,-0.0000011,0,0.01239,0.00056,-0.00057,0,0.06111171,0.00330092,-0.0031225,0,,,,,,,,,,0.033,0.035,-0.023,0,,,,,88.53,1.02,-1.14,0,2458998.156,0.0007,-0.00071,0,0,0.21,0.16,-0.14,0,,,,,0.801,0.046,-0.049,0,8.08,0.29,-0.28,0,0.01905,0.00087,-0.0008,0,,,,,,,,,-23,140,-103,0,,,,,,,,,3490,50,-50,0,0.329,0.01,-0.01,0,0.345,0.014,-0.014,0,,,,,,,,,8.264,0.029,-0.029
LHS 1678 c,1,1,Published Confirmed,0,3.694284,0.0000048,-0.0000044,0,0.0327,0.0015,-0.0015,0,0.08395054,0.00454992,-0.00446071,0,,,,,,,,,,0.039,0.04,-0.025,0,,,,,88.82,0.4,-0.26,0,2458998.456,0.00064,-0.00057,0,0,0.44,0.09,-0.14,0,,,,,1.23,0.1,-0.07,0,21.36,0.78,-0.75,0,0.0262,0.0011,-0.0012,0,,,,,,,,,23,109,-143,0,,,,,,,,,3490,50,-50,0,0.329,0.01,-0.01,0,0.345,0.014,-0.014,0,,,,,,,,,8.264,0.029,-0.029
LHS 1678 d,1,1,Published Confirmed,0,4.9652229,0.0000096,-0.0000075,0,0.04,0.0018,-0.0017,0,0.08751911,0.00624499,-0.00642342,0,,,,,,,,,,0.036,0.06,-0.027,0,,,,,88.31,0.14,-0.13,0,2459000.458,0.0009,-0.00087,0,0,0.76,0.04,-0.06,0,,,,,1,0.11,-0.08,0,26.01,0.94,-0.91,0,0.0273,0.0017,-0.0018,0,,,,,,,,,23,109,-132,0,,,,,,,,,3490,50,-50,0,0.329,0.01,-0.01,0,0.345,0.014,-0.014,0,,,,,,,,,8.264,0.029,-0.029
LHS 1815 b,1,1,Published Confirmed,0,3.814334,0.000084,-0.000084,0,,,,,0.09706503,0.00570971,-0.00570971,0,0.00497124,0.00201367,-0.00188781,0,Mass,6.7,3.1,-2.7,0,0,,,0,,,,,,,,,2458327.416,0.0044,-0.0044,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,0,,,,,,,,,3643,142,-142,0,0.501,0.03,-0.03,0,0.502,0.015,-0.015,0,-0.12,0.09,-0.09,0,4.77,0.03,-0.03,0,7.993,0.02,-0.02
LHS 3844 b,1,1,Published Confirmed,0,0.46292913,0.0000019,-0.0000019,0,0.00622,0.00017,-0.00017,0,0.11624587,0.00196271,-0.00196271,0,,,,,,,,,,,,,,805,20,-20,0,88.5,0.51,-0.51,0,2458325.726,0.00025,-0.00025,0,0,0.186,0.064,-0.064,0,,,,,0.5212,0.0047,-0.0047,0,7.109,0.029,-0.029,0,0.0635,0.0009,-0.0009,0,,,,,,,,,,,,,,,,,,,,,3036,77,-77,0,0.189,0.006,-0.006,0,0.151,0.014,-0.014,0,,,,,5.06,0.01,-0.01,0,9.145001,0.023,-0.023
LHS 475 b,1,1,Published Confirmed,0,2.029088,0.000006,-0.000006,0,,,,,0.08841125,0.00446071,-0.00446071,0,,,,,,,,,,,,,,586,12,-12,0,87.194,0.141,-0.137,0,2459822.376,0.0000262,-0.0000262,0,0,,,,,0.1101,0.006,-0.006,0,0.725,0.025,-0.025,0,15.87235,0.488,-0.456,0,0.03257,0.00014,-0.000143,0,,,,,,,,,,,,,,,,,,,,,3300,80,-30,0,0.2789,0.0014,-0.0014,0,0.262,,,0,,,,,5,0.04,-0.04,0,7.686,0.042,-0.042
LP 714-47 b,1,1,Published Confirmed,0,4.052037,0.000004,-0.000004,0,0.0417,0.0005,-0.0005,0,0.41930591,0.02676421,-0.02676421,0,0.09690715,0.0047195,-0.0047195,0,Mass,1.7,0.3,-0.3,0,0.04,0.02,-0.02,0,700,19,-24,0,87.3,0.2,-0.2,0,,,,,0,,,,,,,,,,,,,15.9,1,-0.7,0,0.0751,0.0009,-0.0009,0,,,,,2458439.8,0.23,-0.23,0,219,19,-19,0,,,,,,,,,3950,51,-51,0,0.584,0.016,-0.016,0,0.59,0.02,-0.02,0,0.41,0.16,-0.16,0,4.64,0.04,-0.04,0,8.626,0.025,-0.025
LP 791-18 b,1,1,Published Confirmed,0,0.9479981,0.0000021,-0.0000021,0,0.00978,0.00012,-0.00012,0,0.10812758,0.00526364,-0.00517442,0,,,,,,,,,,,,,,564.3,3.5,-3.4,0,88.37,0.94,-0.95,0,2458774.87,0.00018,-0.00018,0,0,0.33,0.19,-0.19,0,,,,,0.6195,0.0087,-0.0087,0,,,,,0.061,0.0018,-0.0018,0,,,,,,,,,,,,,,,,,,,,,2960,55,-55,0,0.182,0.007,-0.007,0,0.139,0.005,-0.005,0,-0.09,0.19,-0.19,0,5.115,0.094,-0.094,0,10.644,0.023,-0.023
LP 791-18 c,1,1,Published Confirmed,0,4.9899093,0.0000074,-0.0000072,0,0.02961,0.00035,-0.00036,0,0.21750417,0.00856456,-0.00856456,0,0.0223391,0.00220245,-0.00220245,0,Mass,,,,,0.00008,0.00004,-0.00004,0,324.4,2,-1.9,0,89.78,0.13,-0.13,0,2458771.055,0.000091,-0.000097,0,0,0.134,0.082,-0.082,0,,,,,1.167,0.009,-0.009,0,,,,,0.12261,0.00097,-0.00097,0,,,,,,,,,,,,,,,,,,,,,2960,55,-55,0,0.182,0.007,-0.007,0,0.139,0.005,-0.005,0,-0.09,0.19,-0.19,0,5.115,0.094,-0.094,0,10.644,0.023,-0.023
LP 791-18 d,1,1,Published Confirmed,0,2.753436,0.000013,-0.000013,0,0.01992,0.00024,-0.00024,0,0.09206903,0.00392542,-0.00383621,0,0.00283172,0.00157318,-0.00125854,0,Mass,,,,,0.0015,0.00014,-0.00014,0,395.5,2.6,-2.3,0,89.34,0.41,-0.41,0,2458772.162,0.0005,-0.00082,0,1,0.27,0.17,-0.17,0,,,,,0.9152,0.025,-0.0252,0,,,,,0.05192,0.0009,-0.0009,0,,,,,,,,,,,,,,,,,,,,,2960,55,-55,0,0.182,0.007,-0.007,0,0.139,0.005,-0.005,0,-0.09,0.19,-0.19,0,5.115,0.094,-0.094,0,10.644,0.023,-0.023
LP 890-9 b,1,1,Published Confirmed,0,2.7299025,0.0000034,-0.000004,0,0.01875,0.0001,-0.0001,0,0.11776272,0.00472835,-0.00240878,0,0.04153184,,,1,Mass,,,,,,,,,396,3,-3,0,89.67,0.22,-0.33,0,2459447.826,0.00014,-0.00014,0,0,0.15,0.14,-0.1,0,0.6238,0.0168,-0.0153,0,0.8457,0.0085,-0.0078,0,26.32,0.39,-0.82,0,,,,,,,,,,,,,,,,,,,,,,,,,2850,75,-75,0,0.1556,0.0086,-0.0086,0,0.118,0.002,-0.002,0,-0.028,0.089,-0.089,0,5.126,0.05,-0.047,0,11.344,0.023,-0.023
LP 890-9 c,1,1,Published Confirmed,0,8.457463,0.000024,-0.000024,0,0.03984,0.00022,-0.00022,0,0.12195578,0.00490678,-0.00347935,0,0.0796027,,,1,Mass,,,,,,,,,272,2,-2,0,89.287,0.026,-0.047,0,2459520.706,0.00031,-0.00031,0,0,0.697,0.024,-0.019,0,0.6659,0.0282,-0.0273,0,0.9593,0.0165,-0.0152,0,55.94,0.82,-1.74,0,,,,,,,,,,,,,,,,,,,,,,,,,2850,75,-75,0,0.1556,0.0086,-0.0086,0,0.118,0.002,-0.002,0,-0.028,0.089,-0.089,0,5.126,0.05,-0.047,0,11.344,0.023,-0.023
LTT 1445 A b,1,1,Published Confirmed,0,5.35876,0.00001,-0.00001,0,0.022,0.003,-0.003,0,0.10527273,0.00535285,-0.00535285,0,,,,,,,,,,,,,,555,48,-48,0,89.203,0.658,-0.658,0,2459152.219,0.0005,-0.0005,0,0,0.84,0.222,-0.222,0,0.1665,0.0082,-0.0082,0,1.392,0.133,-0.133,0,29.963,3.128,-3.128,0,0.0408,0.001,-0.001,0,,,,,,,,,,,,,,,,,,,,,3340,150,-150,0,0.265,0.011,-0.011,0,0.257,0.014,-0.014,0,-0.34,0.09,-0.09,0,,,,,6.496,0.021,-0.021
LTT 1445 A c,1,1,Published Confirmed,0,3.1239035,0.0000034,-0.0000036,0,0.02661,0.00047,-0.00049,0,0.10232866,0.00490678,-0.00481757,0,0.00484538,0.00062927,-0.00059781,0,Mass,5.57,0.68,-0.6,0,0.223,,,1,508,25,-25,0,87.43,0.18,-0.29,0,2458412.582,0.00059,-0.00057,0,0,0.937,0.012,-0.016,0,0.157,0.015,-0.014,0,0.482,0.026,-0.026,0,21.56,0.78,-0.82,0,0.0396,0.0018,-0.0017,0,,,,,,,,,,,,,,,,,,,,,3340,150,-150,0,0.265,0.011,-0.01,0,0.257,0.014,-0.014,0,-0.34,0.09,-0.09,0,,,,,6.496,0.021,-0.021
LTT 3780 b,1,1,Published Confirmed,0,0.76837931,0.00000039,-0.00000042,0,0.01195,0.00028,-0.00029,0,0.11820879,0.00508521,-0.00517442,0,0.00774003,0.00059781,-0.00059781,0,Mass,5.8,1,-0.8,0,0,,,0,903,26,-26,0,86.1,0.92,-0.68,0,2459606.581,0.00032,-0.0004,0,0,0.462,0.063,-0.094,0,0.1032,0.0044,-0.0045,0,0.7883,0.012,-0.012,0,6.79,0.29,-0.25,0,0.03212,0.00068,-0.00072,0,,,,,,,,,90,,,0,,,,,,,,,3358,92,-92,0,0.38,0.012,-0.012,0,0.381,0.024,-0.034,0,0.06,0.11,-0.11,0,4.85,0.11,-0.11,0,8.204001,0.021,-0.021
LTT 3780 c,1,1,Published Confirmed,0,12.252284,0.000013,-0.000013,0,0.0757,0.0018,-0.0018,0,0.21322189,0.00892142,-0.00981356,0,0.02529667,0.00157318,-0.00151025,0,Mass,3.24,0.55,-0.43,0,0.024,0.032,-0.017,0,359,10,-10,0,88.958,0.074,-0.068,0,2459600.542,0.00066,-0.00065,0,0,0.794,0.023,-0.027,0,0.3355,0.014,-0.013,0,1.54,0.028,-0.027,0,43,1.8,-1.6,0,0.0579,0.0012,-0.0011,0,,,,,,,,,-66,110,-50,0,,,,,,,,,3358,92,-92,0,0.38,0.012,-0.012,0,0.381,0.024,-0.034,0,0.06,0.11,-0.11,0,4.85,0.11,-0.11,0,8.204001,0.021,-0.021
LTT 9779 b,1,1,Published Confirmed,0,0.792052,0.0000093,-0.0000093,0,0.01679,0.00014,-0.00012,0,0.4210902,0.02051923,-0.02051923,0,0.09225057,0.00245414,-0.00254853,0,Mass,1.536,0.123,-0.123,0,0,,,0,1978,19,-19,0,76.39,0.43,-0.43,0,2458354.214,0.00025,-0.00025,0,0,,,,,,,,,,,,,3.877,0.09,-0.091,0,0.0455,0.0022,-0.0017,0,,,,,,,,,90,,,0,,,,,,,,,5443,14,-13,0,0.949,0.006,-0.006,0,1.02,0.02,-0.03,0,0.27,0.03,-0.03,0,4.35,0.16,-0.12,0,8.016,0.029,-0.029
Lupus-TR-3 b,1,1,Published Confirmed,0,3.91405,0.00004,-0.00004,0,0.0464,0.0007,-0.0007,0,0.89,0.07,-0.07,0,0.81,0.18,-0.18,0,Mass,1.4,0.4,-0.4,0,0,,,0,,,,,88.3,1.3,-0.8,0,2453887.082,0.0013,-0.0013,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,150,-150,0,0.82,0.05,-0.05,0,0.87,0.04,-0.04,0,,,,,4.5,0.5,-0.5,0,15.068,0.149,-0.149
MASCARA-1 b,1,1,Published Confirmed,0,2.14877381,0.00000088,-0.00000087,0,0.040352,0.000046,-0.000049,0,1.597,0.018,-0.019,0,,,,,,,,,,0.00034,0.00034,-0.00023,0,2594.3,1.6,-1.5,0,88.45,0.17,-0.17,0,2458833.488,0.000091,-0.000092,0,0,0.113,0.012,-0.012,0,0.6216,0.0035,-0.0033,0,4.226,0.01,-0.011,0,4.1676,0.0047,-0.0051,0,0.07884,0.00022,-0.00021,0,0.0133,0.0019,-0.0018,0,,,,,-16,67,-52,0,-69.2,3.1,-3.4,0,72.1,2.5,-2.4,0,7490,150,-150,0,2.082,0.022,-0.024,0,1.9,0.063,-0.068,0,0.15,0.15,-0.15,0,,,,,7.74,0.017,-0.017
MASCARA-4 b,1,1,Published Confirmed,0,2.8240932,0.0000046,-0.0000046,0,0.0474,0.0013,-0.0013,0,1.515,0.044,-0.044,0,1.675,0.241,-0.241,0,Mass,0.481,0.085,-0.079,0,,,,,2250,62,-62,0,86.89,0.49,-0.49,0,2458909.664,0.00046,-0.00046,0,0,0.309,0.044,-0.044,0,,,,,3.97,0.031,-0.031,0,5.704,0.086,-0.096,0,0.0869,0.0015,-0.0015,0,,,,,,,,,,,,,250.34,0.14,-0.14,0,,,,,7800,200,-200,0,1.79,0.04,-0.04,0,1.75,0.05,-0.05,0,,,,,4.1,0.05,-0.05,0,7.75,0.023,-0.023
NGTS-1 b,1,1,Published Confirmed,0,2.647298,0.00002,-0.00002,0,0.0326,0.0047,-0.0045,0,1.33,0.61,-0.33,0,0.812,0.066,-0.075,0,Mass,0.42,0.59,-0.28,0,0.016,0.023,-0.012,0,790,20,-20,0,85.27,0.61,-0.73,0,2457720.659,0.00062,-0.00062,0,0,0.9948,0.13,-0.088,0,,,,,1.23,0.04,-0.04,0,12.2,0.7,-0.7,0,0.239,0.1,-0.054,0,,,,,,,,,,,,,,,,,,,,,3916,71,-63,0,0.573,0.077,-0.077,0,0.617,0.023,-0.062,0,0,,,0,4.71,0.23,-0.23,0,11.936,0.027,-0.027
NGTS-10 b,1,1,Published Confirmed,0,0.7668944,0.0000003,-0.0000003,0,0.0143,0.001,-0.001,0,1.205,0.117,-0.083,0,2.162,0.092,-0.107,0,Mass,1.43,0.354,-0.404,0,0,,,0,1332,49,-54,0,,,,,2457518.844,0.00017,-0.00017,0,0,0.8523,0.03158,-0.0197,0,,,,,1.091,0.019,-0.019,0,4.447,0.123,-0.141,0,0.1765,0.011,-0.007,0,,,,,,,,,,,,,,,,,,,,,4600,150,-150,0,0.697,0.036,-0.036,0,0.696,0.04,-0.04,0,-0.02,0.12,-0.12,0,4.595,0.019,-0.019,0,11.728,0.025,-0.025
NGTS-11 b,1,1,Published Confirmed,0,35.45533,0.00019,-0.00019,0,0.201,0.0021,-0.0022,0,0.817,0.028,-0.032,0,0.344,0.092,-0.073,0,Mass,0.78,0.21,-0.17,0,0.13,0.1,-0.09,0,435,34,-32,0,89.16,0.2,-0.29,0,2458390.704,0.0016,-0.0016,0,0,0.81,0.13,-0.1,0,,,,,3.59,0.18,-0.37,0,54.6,8.6,-7.5,0,0.101,0.003,-0.0037,0,,,,,,,,,32,53,-76,0,,,,,,,,,5050,80,-80,0,0.832,0.013,-0.013,0,0.862,0.028,-0.028,0,0.22,0.08,-0.08,0,4.5,0.1,-0.1,0,10.315,0.025,-0.025
NGTS-12 b,1,1,Published Confirmed,0,7.532806,0.000048,-0.000048,0,0.0757,0.0014,-0.0014,0,1.048,0.032,-0.032,0,0.208,0.022,-0.022,0,Mass,0.223,0.029,-0.029,0,0,,,0,1257,34,-34,0,88.9,0.76,-0.76,0,2458572.855,0.0017,-0.0017,0,0,0.2,0.13,-0.13,0,,,,,5.85,0.073,-0.073,0,10.28,0.21,-0.31,0,0.0678,0.0012,-0.0012,0,,,,,,,,,,,,,,,,,,,,,5690,130,-130,0,1.589,0.04,-0.04,0,1.021,0.056,-0.049,0,-0.03,0.11,-0.11,0,4.045,0.038,-0.038,0,10.588,0.021,-0.021
NGTS-13 b,1,1,Published Confirmed,0,4.119027,0.000023,-0.000023,0,0.0549,0.0015,-0.0025,0,1.142,0.046,-0.046,0,4.84,0.44,-0.44,0,Mass,4.02,0.55,-0.55,0,0.086,0.034,-0.034,0,1605,30,-30,0,88.7,1.2,-1.2,0,2458572.825,0.0018,-0.0018,0,0,0.156,0.145,-0.145,0,0.43,0.04,-0.04,0,5.2224,0.072,-0.072,0,,,,,,,,,,,,,,,,,-146.4,24.2,-24.2,0,,,,,,,,,5819,73,-73,0,1.788,0.057,-0.057,0,1.3,0.11,-0.18,0,0.25,0.17,-0.17,0,4.04,0.05,-0.05,0,11.141,0.021,-0.021
NGTS-14 A b,1,1,Published Confirmed,0,3.5357173,0.0000069,-0.0000069,0,0.0403,0.0071,-0.0071,0,0.444,0.03,-0.03,0,0.092,0.012,-0.012,0,Mass,1.395,0.333,-0.333,0,0,,,0,1143,139,-139,0,86.7,1.7,-1.7,0,2457502.555,0.002,-0.002,0,0,0.59,0.23,-0.38,0,,,,,2.24,0.08,-0.06,0,10.3,2.3,-2.6,0,0.053,0.0038,-0.0033,0,,,,,,,,,,,,,,,,,,,,,5187,11,-11,0,0.842,0.006,-0.006,0,0.898,0.035,-0.035,0,0.1,0.03,-0.03,0,4.2,0.04,-0.04,0,11.305,0.027,-0.027
NGTS-15 b,1,1,Published Confirmed,0,3.27623,0.00001,-0.00001,0,0.0441,0.0046,-0.0046,0,1.1,0.1,-0.1,0,0.751,0.102,-0.088,0,Mass,0.74,0.11,-0.1,0,0,,,0,1146,47,-47,0,,,,,2458405.056,0.0007,-0.0007,0,0,0.509,0.086,-0.112,0,,,,,2.504,0.06,-0.058,0,10,0.59,-0.59,0,0.119,0.003,-0.003,0,,,,,,,,,,,,,,,,,,,,,5600,150,-150,0,0.954,0.082,-0.082,0,0.995,0.025,-0.025,0,0.15,0.1,-0.1,0,4.4,0.12,-0.13,0,12.907,0.036,-0.036
NGTS-16 b,1,1,Published Confirmed,0,4.84532,0.00002,-0.00002,0,0.0523,0.0064,-0.0064,0,1.3,0.13,-0.12,0,0.667,0.157,-0.129,0,Mass,0.38,0.19,-0.12,0,0,,,0,1177,59,-59,0,,,,,2458435.605,0.0013,-0.0013,0,0,0.807,0.049,-0.036,0,,,,,3.061,0.143,-0.136,0,9.29,0.83,-0.83,0,0.11,0.005,-0.005,0,,,,,,,,,,,,,,,,,,,,,5550,150,-150,0,1.213,0.11,-0.107,0,1.002,0.031,-0.031,0,0.35,0.1,-0.1,0,4.35,0.18,-0.16,0,12.647,0.033,-0.033
NGTS-17 b,1,1,Published Confirmed,0,3.24253,0.00001,-0.00001,0,0.0391,0.0043,-0.0043,0,1.24,0.11,-0.11,0,0.764,0.195,-0.164,0,Mass,0.5,0.27,-0.17,0,0,,,0,1457,50,-50,0,,,,,2458442.522,0.0009,-0.0009,0,0,0.688,0.043,-0.056,0,,,,,3.391,0.076,-0.073,0,6.28,0.4,-0.4,0,0.095,0.001,-0.001,0,,,,,,,,,,,,,,,,,,,,,5650,100,-100,0,1.337,0.125,-0.125,0,1.025,0.034,-0.033,0,0.15,0.1,-0.1,0,4,0.12,-0.12,0,12.724,0.029,-0.029
NGTS-18 b,1,1,Published Confirmed,0,3.05125,0.00001,-0.00001,0,0.0448,0.0068,-0.0068,0,1.21,0.18,-0.18,0,0.409,0.081,-0.063,0,Mass,0.28,0.25,-0.12,0,0,,,0,1381,55,-53,0,,,,,2458564.451,0.0007,-0.0007,0,0,0.183,0.147,-0.115,0,,,,,3.601,0.055,-0.047,0,6.97,0.27,-0.27,0,0.089,0.001,-0.001,0,,,,,,,,,,,,,,,,,,,,,5610,150,-150,0,1.392,0.209,-0.209,0,1.003,0.03,-0.025,0,0.15,0.1,-0.1,0,4.16,0.07,-0.07,0,12.87,0.032,-0.032
NGTS-2 b,1,1,Published Confirmed,0,4.511164,0.000061,-0.000061,0,0.063,0.0024,-0.003,0,1.595,0.047,-0.045,0,0.74,0.13,-0.12,0,Mass,0.226,0.04,-0.038,0,0,,,0,1468,45,-42,0,88.5,1,-1.2,0,2457759.126,0.0014,-0.0013,0,0,,,,,,,,,4.651,0.046,-0.038,0,,,,,0.09619,0.00114,-0.00088,0,,,,,,,,,,,,,,,,,,,,,6478,94,-89,0,1.702,0.047,-0.044,0,1.64,0.19,-0.22,0,-0.06,0.09,-0.09,0,4.197,0.03,-0.059,0,9.799,0.023,-0.023
NGTS-20 b,1,1,Published Confirmed,0,54.18915,0.00015,-0.00015,0,0.313,0.013,-0.013,0,1.07,0.04,-0.04,0,2.98,0.16,-0.15,0,Mass,,,,,0.432,0.023,-0.023,0,688,14,-13,0,88.4,0.6,-0.6,0,2458432.98,0.0025,-0.0025,0,0,0.846,0.014,-0.015,0,,,,,4.55,0.09,-0.08,0,,,,,0.0618,0.0012,-0.0012,0,,,,,,,,,66.1,3.2,-3.2,0,,,,,,,,,5980,80,-80,0,1.78,0.05,-0.05,0,1.47,0.09,-0.09,0,0.15,0.08,-0.08,0,3.8,0.2,-0.2,0,9.83,0.019,-0.019
NGTS-21 b,1,1,Published Confirmed,0,1.5433897,0.0000016,-0.0000016,0,0.0236,0.0005,-0.0005,0,1.33,0.03,-0.03,0,2.36,0.21,-0.21,0,Mass,1.25,0.15,-0.15,0,0,,,0,1357,15,-15,0,83.85,0.44,-0.44,0,2458228.779,0.00067,-0.00067,0,0,0.63,0.03,-0.03,0,,,,,1.95,0.03,-0.03,0,5.89,0.12,-0.12,0,0.159,0.003,-0.003,0,,,,,,,,,90,,,0,,,,,,,,,4660,41,-41,0,0.86,0.04,-0.04,0,0.72,0.04,-0.04,0,-0.26,0.07,-0.07,0,4.63,0.34,-0.34,0,12.951,0.029,-0.029
NGTS-23 b,1,1,Published Confirmed,0,4.0764326,0.0000041,-0.0000041,0,0.0504,0.012,-0.012,0,1.267,0.03,-0.03,0,0.613,0.097,-0.097,0,Mass,,,,,0,,,0,1327,17,-16,0,89.12,0.53,-0.64,0,2458431.771,0.00048,-0.00048,0,0,0.134,0.094,-0.091,0,,,,,3.919,0.031,-0.031,0,8.72,0.1,-0.13,0,0.1048,0.0011,-0.0011,0,,,,,,,,,,,,,,,,,,,,,6057,64,-64,0,1.24,0.03,-0.03,0,1.01,0.06,-0.07,0,-0.26,0.11,-0.11,0,4.04,0.15,-0.15,0,12.73,0.036,-0.036
NGTS-24 b,1,1,Published Confirmed,0,3.4678796,0.000007,-0.000007,0,0.0479,0.0028,-0.003,0,1.214,0.058,-0.062,0,0.52,0.12,-0.11,0,Mass,,,,,0,,,0,1499,41,-36,0,82.61,0.52,-0.61,0,2458100.623,0.0011,-0.0011,0,0,0.821,0.026,-0.026,0,,,,,2.929,0.095,-0.083,0,6.37,0.29,-0.31,0,0.0768,0.0028,-0.0023,0,,,,,,,,,,,,,,,,,,,,,5820,93,-8,0,1.64,0.03,-0.09,0,1.26,0.05,-0.21,0,0.27,0.18,-0.03,0,4.09,0.05,-0.04,0,11.51,0.021,-0.021
NGTS-25 b,1,1,Published Confirmed,0,2.823093,0.0000033,-0.0000033,0,0.0388,0.0014,-0.002,0,1.023,0.035,-0.052,0,0.639,0.058,-0.052,0,Mass,,,,,0,,,0,1101,15,-14,0,89.34,0.42,-0.58,0,2458204.264,0.0005,-0.0005,0,0,0.113,0.097,-0.072,0,,,,,2.466,0.025,-0.025,0,9.78,0.12,-0.16,0,0.1231,0.0011,-0.0013,0,,,,,,,,,,,,,,,,,,,,,5321,58,-58,0,0.86,0.02,-0.05,0,0.91,0.03,-0.04,0,0.12,0.05,-0.05,0,4.48,0.14,-0.14,0,12.324,0.023,-0.023
NGTS-26 b,1,1,Published Confirmed,0,4.5199279,0.000009,-0.0000092,0,0.049,0.0038,-0.0032,0,1.328,0.059,-0.048,0,0.292,0.065,-0.06,0,Mass,0.153,0.041,-0.036,0,0,,,0,1331,85,-72,0,86.43,0.78,-0.68,0,2457756.831,0.0014,-0.0014,0,0,,,,,,,,,3.719,0.09,-0.085,0,9.01,0.61,-0.55,0,0.1168,0.0033,-0.003,0,,,,,,,,,,,,,,,,,,,,,5550,100,-100,0,1.16,0.05,-0.02,0,0.96,0.04,-0.03,0,0.2,0.1,-0.1,0,4.1,0.1,-0.1,0,13.119,0.04,-0.04
NGTS-27 b,1,1,Published Confirmed,0,3.3704181,0.0000059,-0.0000057,0,0.0446,0.0026,-0.0036,0,1.396,0.038,-0.035,0,0.593,0.095,-0.072,0,Mass,0.266,0.059,-0.059,0,0,,,0,1783,104,-88,0,86.2,2.4,-2.1,0,2458540.657,0.001,-0.0011,0,0,,,,,,,,,4.888,0.101,-0.074,0,5.43,0.31,-0.43,0,0.081,0.0017,-0.0011,0,,,,,,,,,,,,,,,,,,,,,5700,80,-80,0,1.77,0.03,-0.03,0,1.07,0.06,-0.06,0,0,0.08,-0.08,0,4.05,0.08,-0.08,0,11.859,0.028,-0.028
NGTS-3 A b,1,1,Published Confirmed,0,1.6753728,0.000003,-0.000003,0,0.023,0.007,-0.005,0,1.48,0.37,-0.37,0,2.38,0.26,-0.26,0,Mass,0.31,0.41,-0.15,0,,,,,,,,,89.56,0.31,-0.48,0,2457620.168,0.00095,-0.00095,0,0,0.05,0.055,-0.035,0,2.68,0.15,-0.15,0,2.3,0.01,-0.01,0,6.49435,0.02923,-0.0344,0,0.1638,0.0045,-0.0045,0,,,,,,,,,,,,,,,,,,,,,5600,150,-150,0,0.93,0.23,-0.23,0,1.017,0.093,-0.093,0,0.12,0.15,-0.15,0,,,,,12.814,0.03,-0.03
