pl_name,default_flag,tran_flag,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_kmag,sy_kmagerr1,sy_kmagerr2
NGTS-30 b,1,1,Published Confirmed,0,98.29838,0.0001,-0.00009,0,0.408,0.019,-0.019,0,0.928,0.032,-0.032,0,0.96,0.056,-0.056,0,Mass,,,,,0.294,0.014,-0.01,0,500,55,-84,0,89.483,0.028,-0.028,0,2459287.6,0.0013,-0.0014,0,0,0.777,0.021,-0.027,0,,,,,6.13,0.27,-0.27,0,,,,,0.1045,0.0015,-0.0016,0,,,,,,,,,3.4,4.8,-5.8,0,,,,,,,,,5455,80,-80,0,0.913,0.029,-0.029,0,0.94,0.06,-0.06,0,-0.03,0.08,-0.08,0,4.3,0.5,-0.5,0,10.501,0.022,-0.022
NGTS-33 b,1,1,Published Confirmed,0,2.827972,0.000001,-0.000001,0,0.048,0.002,-0.002,0,1.64,0.07,-0.07,0,3.63,0.27,-0.27,0,Mass,0.19,0.03,-0.03,0,0,,,0,1991,21,-21,0,83.94,0.12,-0.12,0,2459986.409,0.0003,-0.0003,0,0,0.74,0.01,-0.01,0,,,,,2.62,0.02,-0.02,0,6.99,0.07,-0.07,0,0.1146,0.0004,-0.0004,0,,,,,,,,,90,,,0,,,,,,,,,7437,72,-72,0,1.47,0.06,-0.06,0,1.6,0.11,-0.11,0,-0.11,0.17,-0.17,0,4.26,0.28,-0.28,0,10.408,0.021,-0.021
NGTS-4 b,1,1,Published Confirmed,0,1.3373508,0.000008,-0.000008,0,0.019,0.005,-0.005,0,0.2837006,0.02319565,-0.02319565,0,0.06481452,0.00943901,-0.00943901,0,Mass,3.45,0.95,-0.95,0,0,,,0,1650,400,-400,0,82.5,5.8,-5.8,0,2457607.998,0.0034,-0.0034,0,0,,,,,,,,,1.8,0.1,-0.1,0,4.79,1.21,-1.21,0,0.035,0.003,-0.003,0,,,,,,,,,0,,,0,,,,,,,,,5143,100,-100,0,0.84,0.01,-0.01,0,0.75,0.02,-0.02,0,-0.28,0.1,-0.1,0,4.5,0.1,-0.1,0,11.073,0.022,-0.022
NGTS-5 b,1,1,Published Confirmed,0,3.3569866,0.0000026,-0.0000026,0,0.0382,0.0013,-0.0013,0,1.136,0.023,-0.023,0,0.229,0.037,-0.037,0,Mass,,,,,0,,,0,952,24,-24,0,86.6,0.2,-0.2,0,2457740.353,0.00026,-0.00026,0,0,,,,,,,,,2.21,0.03,-0.03,0,11.111,0.315,-0.296,0,0.1579,0.0016,-0.0016,0,,,,,,,,,,,,,,,,,,,,,4987,41,-41,0,0.739,0.014,-0.012,0,0.661,0.068,-0.061,0,0.12,0.1,-0.1,0,4.52,0.037,-0.037,0,11.612,0.025,-0.025
NGTS-6 b,1,1,Published Confirmed,0,0.882059,0.0000008,-0.0000008,0,0.01677,0.00032,-0.00032,0,1.326,0.097,-0.112,0,1.339,0.028,-0.028,0,Mass,0.711,0.214,-0.136,0,0,,,0,1283.9,12.49,-12.14,0,78.231,0.262,-0.21,0,2457982.378,0.0003,-0.0003,0,0,0.976,0.015,-0.02,0,,,,,,,,,4.784,0.043,-0.048,0,,,,,,,,,,,,,,,,,,,,,,,,,4730,44,-40,0,0.754,0.013,-0.013,0,0.767,0.025,-0.025,0,0.11,0.09,-0.09,0,4.7,1.1,-0.7,0,11.65,0.032,-0.032
NGTS-8 b,1,1,Published Confirmed,0,2.4997,0.00001,-0.00001,0,0.035,0.001,-0.001,0,1.09,0.03,-0.03,0,0.93,0.04,-0.03,0,Mass,0.89,0.08,-0.07,0,0.01,0.014,-0.01,0,1345,19,-19,0,86.9,0.5,-0.5,0,2457500.178,0.00072,-0.00072,0,0,,,,,,,,,2.61,0.06,-0.06,0,7.6,0.18,-0.18,0,0.114,0.002,-0.002,0,,,,,,,,,,,,,,,,,,,,,5241,50,-50,0,0.98,0.02,-0.02,0,0.89,0.05,-0.04,0,0.24,0.09,-0.09,0,4.41,0.03,-0.03,0,11.642,0.021,-0.021
NGTS-9 b,1,1,Published Confirmed,0,4.43527,0.00002,-0.00002,0,0.058,0.003,-0.002,0,1.07,0.06,-0.06,0,2.9,0.17,-0.17,0,Mass,2.93,0.53,-0.49,0,0.06,0.076,-0.052,0,1448,36,-36,0,84.1,0.4,-0.4,0,2457671.811,0.00265,-0.00265,0,0,,,,,,,,,2.05,0.07,-0.07,0,9.06,0.31,-0.31,0,0.08,0.004,-0.004,0,,,,,,,,,,,,,,,,,,,,,6330,130,-130,0,1.38,0.04,-0.04,0,1.34,0.05,-0.05,0,0.31,0.15,-0.15,0,4.37,0.2,-0.2,0,11.452,0.024,-0.024
OGLE-TR-10 b,1,1,Published Confirmed,0,3.101278,,,0,0.0434,0.0013,-0.0015,0,1.25,0.14,-0.12,0,0.62,0.14,-0.14,0,Mass,0.4,0.18,-0.12,0,,,,,,,,,90,0,-3.9,0,,,,,0,,,,,1.21,0.044,-0.044,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5950,130,-130,0,1.17,0.13,-0.11,0,1.14,0.1,-0.12,0,,,,,4.358,0.064,-0.082,0,12.856,,
OGLE-TR-111 b,1,1,Published Confirmed,0,4.0144463,0.000001,-0.000001,0,0.0473,0.0015,-0.0014,0,1.019,0.026,-0.026,0,,,,,,,,,,,,,,,,,,88.3,0.3,-0.2,0,2454092.807,0.00016,-0.00016,0,0,0.35,0.04,-0.06,0,,,,,2.6797,0.0158,-0.0167,0,12.3,0.2,-0.2,0,0.1261,0.001,-0.0011,0,,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.02,-0.02,0,,,,,,,,,,,,,14.112,0.082,-0.082
OGLE-TR-113 b,1,1,Published Confirmed,0,1.4324752,,,0,0.02289,0.00016,-0.00015,0,1.093,0.028,-0.019,0,1.26,0.16,-0.16,0,Mass,1.2,0.17,-0.16,0,,,,,,,,,87.8,1.6,-0.62,0,,,,,0,,,,,2.103,0.047,-0.014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4790,75,-75,0,0.774,0.02,-0.011,0,0.779,0.017,-0.015,0,,,,,4.552,0.009,-0.017,0,,,
OGLE-TR-132 b,1,1,Published Confirmed,0,1.689868,,,0,0.03035,0.00057,-0.00053,0,1.2,0.15,-0.11,0,1.18,0.14,-0.13,0,Mass,0.85,0.32,-0.26,0,,,,,2013,77,-108,0,83.4,2.9,-1.3,0,,,,,0,0.56,0.046,-0.22,0,0.917,,,0,,,,,4.76,0.57,-0.3,0,0.0932,0.0015,-0.002,0,,,,,,,,,,,,,,,,,,,,,6210,75,-75,0,1.32,0.17,-0.12,0,1.305,0.075,-0.067,0,0.37,0.1,-0.1,0,4.313,0.063,-0.09,0,14.99,0.146,-0.146
OGLE-TR-182 b,1,1,Published Confirmed,0,3.9791,0.00001,-0.00001,0,0.051,0.001,-0.001,0,1.13,0.24,-0.08,0,1.01,0.15,-0.15,0,Mass,,,,,0,,,0,,,,,85.7,0.3,-0.3,0,2454270.572,0.002,-0.002,0,0,,,,,1.04,0.083,-0.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5924,64,-64,0,1.14,0.23,-0.06,0,1.14,0.05,-0.05,0,0.37,0.08,-0.08,0,4.47,0.18,-0.18,0,14.737,0.143,-0.143
OGLE-TR-211 b,1,1,Published Confirmed,0,3.67724,0.00003,-0.00003,0,0.051,0.001,-0.001,0,1.36,0.18,-0.09,0,1.03,0.2,-0.2,0,Mass,,,,,0,,,0,,,,,87.2,,,-1,2453428.334,0.003,-0.003,0,0,,,,,0.723,0.07,-0.066,0,4.4112,0.132,-0.132,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6325,91,-91,0,1.64,0.21,-0.07,0,1.33,0.05,-0.05,0,0.11,0.1,-0.1,0,4.22,0.17,-0.17,0,13.379,0.045,-0.045
OGLE-TR-56 b,1,1,Published Confirmed,0,1.2119189,,,0,0.02383,0.00046,-0.00051,0,1.36301421,0.09197982,-0.09001711,0,1.39,0.18,-0.17,0,Mass,0.68,0.18,-0.14,0,,,,,2212,61,-63,0,77.6,0.91,-1,0,,,,,0,0.817,0.016,-0.031,0,0.9168,,,0,,,,,3.74,0.19,-0.15,0,0.1027,0.0019,-0.0019,0,,,,,,,,,,,,,,,,,,,,,6050,100,-100,0,1.363,0.089,-0.086,0,1.228,0.072,-0.078,0,,,,,4.258,0.043,-0.043,0,,,
OGLE2-TR-L9 b,1,1,Published Confirmed,0,2.4855335,0.0000007,-0.0000007,0,0.0308,0.0005,-0.0005,0,1.61,0.04,-0.04,0,4.5,1.5,-1.5,0,Mass,,,,,,,,,,,,,79.8,0.3,-0.3,0,2454492.798,0.00039,-0.00039,0,0,,,,,1.177,0.021,-0.021,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6933,58,-58,0,1.53,0.04,-0.04,0,1.52,0.08,-0.08,0,-0.05,0.2,-0.2,0,4.25,0.01,-0.01,0,13.117,0.037,-0.037
PH1 b,1,1,Published Confirmed,0,138.317,0.04,-0.027,0,0.652,0.012,-0.012,0,0.551,0.015,-0.015,0,0.531,,,1,Mass,,,,,0.0702,0.0029,-0.0039,0,481,18,-18,0,90.05,0.053,-0.053,0,2455074.49,0.052,-0.036,0,0,,,,,,,,,,,,,22.1435,,,0,0.03268,0.00032,-0.00032,0,,,,,,,,,341.88,0.97,-0.7,0,,,,,,,,,6407,150,-150,0,1.734,0.044,-0.044,0,1.528,0.087,-0.087,0,0.21,0.08,-0.08,0,4.14,,,0,12.395,0.021,-0.021
PH2 b,1,1,Published Confirmed,0,282.52542,0.00011,-0.00011,0,0.833,0.014,-0.016,0,0.833,0.026,-0.024,0,0.274,0.066,-0.067,0,Mass,0.58,0.16,-0.15,0,0.215,0.095,-0.082,0,295.1,5,-4.5,0,89.898,0.021,-0.017,0,2455196.068,0.00036,-0.00036,0,0,0.297,0.046,-0.063,0,0.8154,0.0085,-0.0093,0,10.81,0.029,-0.029,0,188.9,6.2,-6.8,0,0.0903,0.00047,-0.00052,0,,,,,2455162.8,14,-7.1,0,24,33,-16,0,,,,,,,,,5734,84,-82,0,0.949,0.028,-0.027,0,0.966,0.05,-0.056,0,0.017,0.051,-0.044,0,4.47,0.032,-0.038,0,11.116,0.022,-0.022
POTS-1 b,1,1,Published Confirmed,0,3.1606296,0.00000157,-0.00000157,0,0.03734,0.0009,-0.0009,0,0.941,0.036,-0.047,0,2.31,0.77,-0.77,0,Mass,,,,,,,,,,,,,88.06,0.47,-0.34,0,2454231.655,0.00044,-0.00044,0,0,0.459,0.045,-0.073,0,,,,,,,,,,,,,0.16432,0.00176,-0.00218,0,,,,,,,,,,,,,,,,,,,,,4400,200,-200,0,0.588,0.02,-0.028,0,0.695,0.05,-0.05,0,-0.03,0.15,-0.15,0,4.63,0.05,-0.05,0,14.244,0.077,-0.077
Qatar-1 b,1,1,Published Confirmed,0,1.4200242,0.00000022,-0.00000022,0,0.02332,0.0004,-0.0004,0,1.143,0.026,-0.025,0,1.294,0.052,-0.049,0,Mass,1.076,0.057,-0.053,0,0,,,0,1418,28,-27,0,84.08,0.16,-0.15,0,2456234.103,0.00006071,-0.00006071,0,1,0.645,0.01,-0.011,0,2.14,0.019,-0.019,0,1.66104,0.00792,-0.00792,0,6.247,0.067,-0.065,0,0.14629,0.00063,-0.00064,0,,,,,,,,,,,,,,,,,,,,,5013,93,-88,0,0.803,0.016,-0.016,0,0.838,0.043,-0.041,0,0.171,0.097,-0.094,0,4.552,0.012,-0.011,0,10.409,0.017,-0.017
Qatar-10 b,1,1,Published Confirmed,0,1.645321,0.00001,-0.00001,0,0.0286,0.0006,-0.0006,0,1.543,0.04,-0.04,0,0.736,0.09,-0.09,0,Mass,0.248,0.036,-0.036,0,0,,,0,1955,25,-25,0,85.87,0.96,-0.96,0,2458247.907,0.00036,-0.00036,0,0,0.379,0.055,-0.055,0,,,,,2.772,0.0216,-0.0216,0,4.9,0.12,-0.12,0,0.1265,0.001,-0.001,0,,,,,,,,,,,,,,,,,,,,,6124,46,-46,0,1.254,0.026,-0.026,0,1.156,0.068,-0.068,0,0.016,0.089,-0.089,0,4.303,0.027,-0.027,0,11.382,0.017,-0.017
Qatar-2 b,1,1,Published Confirmed,0,1.33711647,0.00000026,-0.00000026,0,0.02153,0.0002,-0.0002,0,1.254,0.013,-0.013,0,2.494,0.054,-0.054,0,Mass,1.573,0.029,-0.029,0,0,,,0,1344,14,-14,0,86.12,0.08,-0.08,0,2455624.267,0.000087,-0.000087,0,0,,,,,,,,,,,,,,,,,0.1659,0.00044,-0.00044,0,,,,,,,,,,,,,,,,,,,,,4645,50,-50,0,0.776,0.008,-0.008,0,0.743,0.021,-0.021,0,0.02,0.08,-0.08,0,4.53,0.005,-0.005,0,10.619,0.021,-0.021
Qatar-3 b,1,1,Published Confirmed,0,2.5079204,,,0,0.03783,0.00069,-0.00069,0,1.096,0.14,-0.14,0,4.31,0.47,-0.47,0,Mass,4,1.2,-1.2,0,0,,,0,1681,84,-84,0,86.8,2,-2,0,2457302.453,0.0001,-0.0001,0,0,0.35,0.22,-0.22,0,0.789,0.032,-0.032,0,3.1104,0.0816,-0.0816,0,6.39,0.59,-0.59,0,0.0888,0.0018,-0.0018,0,,,,,,,,,,,,,,,,,,,,,6007,52,-52,0,1.272,0.14,-0.14,0,1.145,0.064,-0.064,0,-0.041,0.081,-0.081,0,4.286,0.079,-0.079,0,11.219,0.022,-0.022
Qatar-4 b,1,1,Published Confirmed,0,1.8053564,,,0,0.02803,0.00048,-0.00048,0,1.135,0.11,-0.11,0,6.1,0.54,-0.54,0,Mass,5.1,1,-1,0,0,,,0,1385,48,-48,0,87.5,1.6,-1.6,0,2457637.774,0.00046,-0.00046,0,0,0.31,0.19,-0.19,0,1.902,0.083,-0.083,0,2.1384,0.0456,-0.0456,0,7.11,0.48,-0.48,0,0.1379,0.003,-0.003,0,,,,,,,,,,,,,,,,,,,,,5215,50,-50,0,0.849,0.063,-0.063,0,0.896,0.048,-0.048,0,0.103,0.081,-0.081,0,4.533,0.058,-0.058,0,11.519,0.02,-0.02
Qatar-5 b,1,1,Published Confirmed,0,2.8792319,,,0,0.04127,0.00067,-0.00067,0,1.107,0.064,-0.064,0,4.32,0.18,-0.18,0,Mass,3.95,0.58,-0.58,0,0,,,0,1415,31,-31,0,88.74,0.87,-0.87,0,2457336.758,0.000098,-0.000098,0,0,0.18,0.16,-0.16,0,1.126,0.028,-0.028,0,2.9088,0.036,-0.036,0,8.27,0.34,-0.34,0,0.1061,0.0013,-0.0013,0,,,,,,,,,,,,,,,,,,,,,5747,49,-49,0,1.076,0.051,-0.051,0,1.128,0.056,-0.056,0,0.377,0.08,-0.08,0,4.427,0.035,-0.035,0,10.956,0.02,-0.02
Qatar-6 b,1,1,Published Confirmed,0,3.506195,0.000018,-0.000018,0,0.0423,0.0004,-0.0004,0,1.062,0.071,-0.071,0,0.668,0.066,-0.066,0,Mass,,,,,0,,,0,1006,18,-18,0,86.01,0.14,-0.14,0,2457784.033,0.00049,-0.00049,0,0,0.878,0.016,-0.016,0,,,,,1.5888,0.024,-0.024,0,12.61,0.22,-0.22,0,0.151,0.007,-0.007,0,,,,,,,,,,,,,,,,,,,,,5052,66,-66,0,0.722,0.02,-0.02,0,0.822,0.021,-0.021,0,-0.025,0.093,-0.093,0,4.636,0.014,-0.014,0,9.226,,
Qatar-7 b,1,1,Published Confirmed,0,2.032046,0.0000097,-0.000014,0,0.0352,0.0002,-0.0002,0,1.7,0.03,-0.03,0,1.88,0.25,-0.25,0,Mass,0.502,0.071,-0.071,0,0,,,0,2053,15,-15,0,89,1,-1,0,2458043.321,0.00016,-0.00016,0,0,0.08,0.08,-0.08,0,,,,,3.5784,0.0216,-0.0216,0,4.84,0.05,-0.05,0,0.11,0.001,-0.001,0,,,,,,,,,,,,,,,,,,,,,6387,38,-38,0,1.564,0.021,-0.021,0,1.409,0.026,-0.026,0,0.276,0.071,-0.071,0,4.196,0.029,-0.029,0,11.561,0.02,-0.02
Qatar-8 b,1,1,Published Confirmed,0,3.71495,0.001,-0.001,0,0.0474,0.0008,-0.0008,0,1.285,0.022,-0.022,0,0.371,0.062,-0.062,0,Mass,0.216,0.037,-0.037,0,0,,,0,1457,14,-14,0,89.29,0.7,-0.7,0,2458210.84,0.00085,-0.00085,0,0,0.096,0.093,-0.093,0,,,,,4.0272,0.0408,-0.0408,0,7.761,0.1,-0.1,0,0.1005,0.0008,-0.0008,0,,,,,,,,,,,,,,,,,,,,,5738,51,-51,0,1.315,0.02,-0.02,0,1.029,0.051,-0.051,0,0.025,0.071,-0.071,0,4.214,0.016,-0.016,0,9.937,0.015,-0.015
Qatar-9 b,1,1,Published Confirmed,0,1.540731,0.000038,-0.000038,0,0.0234,0.0003,-0.0003,0,1.009,0.014,-0.014,0,1.19,0.16,-0.16,0,Mass,1.43,0.2,-0.2,0,0,,,0,1134,9,-9,0,89.23,0.64,-0.64,0,2458227.756,0.00027,-0.00027,0,0,0.097,0.079,-0.079,0,,,,,1.8672,0.0096,-0.0096,0,7.236,0.069,-0.069,0,0.1489,0.0009,-0.0009,0,,,,,,,,,,,,,,,,,,,,,4309,31,-31,0,0.696,0.008,-0.008,0,0.719,0.024,-0.024,0,0.252,0.076,-0.076,0,4.61,0.01,-0.01,0,11.104,0.023,-0.023
Ross 176 b,1,1,Published Confirmed,0,5.0066338,0.000008,-0.000007,0,0.0464,0.0012,-0.001,0,0.16415409,0.00713713,-0.00713713,0,0.01437883,0.00280025,-0.00292611,0,Mass,4.03,0.49,-0.81,0,0.25,0.04,-0.04,0,682,7,-8,0,89.42,0.37,-0.49,0,2459829.763,0.0008,-0.0007,0,0,0.17,0.14,-0.11,0,,,,,,,,,,,,,0.0296,0.0007,-0.0008,0,,,,,,,,,101,19,-23,0,,,,,,,,,4041,69,-69,0,0.569,0.02,-0.02,0,0.577,0.024,-0.024,0,-0.19,0.02,-0.02,0,5.07,0.04,-0.04,0,8.419,0.016,-0.016
SPECULOOS-3 b,1,1,Published Confirmed,0,0.71912603,0.00000057,-0.00000057,0,0.00733,0.000055,-0.000055,0,0.08716225,0.00196271,-0.00196271,0,,,,,,,,,,,,,,553,8,-8,0,89.44,0.39,-0.39,0,2459790.583,0.00032,-0.00032,0,0,0.124,0.085,-0.085,0,0.5291,0.0116,-0.0116,0,0.456,0.0038,-0.0038,0,12.81,0.2,-0.2,0,0.07273,0.0008,-0.0008,0,,,,,,,,,,,,,,,,,,,,,2800,29,-29,0,0.123,0.0022,-0.0022,0,0.1009,0.0024,-0.0024,0,0.07,0.1,-0.1,0,5.265,0.014,-0.014,0,10.541,0.016,-0.016
SWEEPS-11 b,1,1,Published Confirmed,0,1.796,,,0,0.03,,,0,1.13,0.21,-0.21,0,9.7,5.6,-4.5,0,Mass,,,,,,,,,,,,,,,,,,,,,0,,,,,0.6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,,,0,1.1,,,0,,,,,,,,,,,
SWEEPS-4 b,1,1,Published Confirmed,0,4.2,,,0,0.055,,,0,0.81,0.1,-0.1,0,3.8,,,0,Mass,,,,,,,,,,,,,,,,,,,,,0,,,,,0.5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,,,0,1.24,,,0,,,,,,,,,,,
TIC 139270665 b,1,1,Published Confirmed,0,23.624,0.03,-0.031,0,0.163,0.0027,-0.0033,0,0.645,0.024,-0.022,0,0.463,0.046,-0.046,0,Mass,2.13,0.32,-0.29,0,0.105,0.053,-0.05,0,703,14,-11,0,89.76,0.17,-0.23,0,2459592.366,0.00096,-0.00093,0,0,0.16,0.16,-0.11,0,0.425,0.012,-0.012,0,5.94,0.06,-0.06,0,34.5,1.2,-1.3,0,0.06519,0.00093,-0.0009,0,,,,,2459582.8,2,-2.6,0,-62,26,-32,0,,,,,,,,,5844,84,-82,0,1.016,0.035,-0.031,0,1.035,0.052,-0.062,0,0.156,0.057,-0.056,0,4.439,0.032,-0.041,0,8.946,0.019,-0.019
TIC 172900988 b,1,1,Published Confirmed,0,200.452,0.011,-0.011,0,0.90281,0.00016,-0.00016,0,1.0036595,0.03925424,-0.03925424,0,2.96386345,0.01761957,-0.01761957,0,Mass,3.64,0.43,-0.43,0,0.0271,0.0011,-0.0011,0,,,,,91.79,0.19,-0.19,0,2458937.5,0.5,-0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.4,5.5,-5.5,0,,,,,,,,,6050,100,-100,0,1.3842,0.0016,-0.0016,0,1.2384,0.0007,-0.0007,0,0.34,0.1,-0.1,0,4.2485,0.001,-0.001,0,8.762,0.019,-0.019
TIC 237913194 b,1,1,Published Confirmed,0,15.168865,0.000018,-0.000018,0,0.1207,0.0037,-0.0037,0,1.117,0.054,-0.047,0,1.942,0.092,-0.091,0,Mass,1.847,0.28,-0.26,0,0.575,0.011,-0.011,0,974,,,0,87,1.5,-1.7,0,2458319.151,0.00077,-0.00077,0,0,0.9,0.017,-0.017,0,,,,,,,,,23.85,0.67,-0.69,0,0.1031,0.0048,-0.0042,0,,,,,,,,,24.1,2.4,-2.4,0,,,,,,,,,5788,80,-80,0,1.088,0.012,-0.012,0,1.026,0.057,-0.055,0,0.14,0.05,-0.05,0,4.376,0.021,-0.021,0,10.485,0.021,-0.021
TIC 241249530 b,1,1,Published Confirmed,0,165.7719,0.00027,-0.00028,0,0.641,0.01,-0.012,0,1.186,0.037,-0.04,0,4.98,0.16,-0.18,0,Mass,,,,,0.9412,0.0009,-0.0009,0,,,,,85.17,0.57,-0.51,0,2458860.801,0.0015,-0.0016,0,0,0.581,0.049,-0.058,0,,,,,,,,,,,,,0.0873,0.0019,-0.002,0,,,,,,,,,42.32,0.4,-0.36,0,163.5,9.4,-7.7,0,,,,,6166,43,-43,0,1.397,0.025,-0.028,0,1.271,0.061,-0.068,0,0.09,0.03,-0.03,0,4.23,0.06,-0.06,0,10.192,0.021,-0.021
TIC 257060897 b,1,1,Published Confirmed,0,3.660028,0.000006,-0.000006,0,0.051,0.002,-0.002,0,1.49,0.04,-0.04,0,0.67,0.03,-0.03,0,Mass,0.25,0.02,-0.02,9,0.03,0.02,-0.02,0,1762,21,-21,0,86,0.7,-0.7,0,2458708.998,0.0003,-0.0003,0,0,0.42,0.08,-0.08,0,,,,,0.194,0.005,-0.005,0,6.05,0.09,-0.09,0,0.0841,0.0009,-0.0009,0,,,,,,,,,20,72,-72,0,,,,,,,,,,,,,1.82,0.05,-0.05,0,1.32,0.04,-0.04,0,,,,,,,,,10.387,0.017,-0.017
TIC 279401253 b,1,1,Published Confirmed,0,76.8,0.06,-0.06,0,0.369,0.003,-0.003,0,1,0.04,-0.04,0,6.14,0.39,-0.42,0,Mass,,,,,0.448,0.029,-0.028,0,,,,,89.59,0.27,-0.25,0,2459151.055,0.001,-0.001,0,0,,,,,,,,,,,,,71.9,5.2,-4.4,0,0.094,0.003,-0.004,0,,,,,,,,,137.6,6.1,-6.7,0,,,,,,,,,5951,80,-80,0,1.06,0.01,-0.01,0,1.13,0.02,-0.03,0,0.2,0.05,-0.05,0,4.438,0.015,-0.015,0,10.345,0.019,-0.019
TIC 365102760 b,1,1,Published Confirmed,0,4.21285367,0.00000074,-0.00000074,0,0.0622,0.0049,-0.0049,0,0.55402005,0.06780278,-0.06780278,0,0.06040996,0.01321468,-0.01321468,0,Mass,0.437,0.229,-0.15,0,0.406,,,1,,,,,,,,,2458684.146,0.011,-0.011,0,0,0.704,0.199,-0.199,0,,,,,5.52,1.68,-0.72,0,4.14,0.35,-0.35,0,0.0176,0.0019,-0.0019,0,,,,,,,,,0.216,1.698,-1.698,0,,,,,,,,,4900,90,-90,0,3.13,0.12,-0.12,0,1.17,0.12,-0.12,0,0.09,0.14,-0.14,0,3.52,0.05,-0.05,0,9.788,0.02,-0.02
TIC 393818343 b,1,1,Published Confirmed,0,16.24921,0.0001,-0.00011,0,0.1291,0.0021,-0.0022,0,1.087,0.023,-0.021,0,4.34,0.15,-0.15,0,Mass,4.22,0.16,-0.24,0,0.6058,0.0023,-0.0023,0,805.5,9.6,-9.4,0,89.57,0.3,-0.38,0,2459811.24,0.00025,-0.00024,0,0,0.119,0.1,-0.083,0,1.06,0.013,-0.013,0,4.1506,0.021,-0.02,0,25.6,0.28,-0.42,0,0.10295,0.00065,-0.00062,0,,,,,2459810.145,0.015,-0.016,0,1.69,0.49,-0.49,0,,,,,,,,,5756,67,-66,0,1.086,0.02,-0.02,0,1.082,0.055,-0.056,0,0.318,0.058,-0.058,0,4.402,0.013,-0.018,0,8.052,0.033,-0.033
TIC 434398831 b,1,1,Published Confirmed,0,3.685504,0.000012,-0.000011,0,0.04641,0.00017,-0.00017,0,0.31314176,0.01962712,-0.01873498,0,,,,,,,,,,0.04,0.088,-0.034,0,1250,11,-11,0,88.2,1.1,-1.1,0,2458468.635,0.0026,-0.0034,0,0,,,,,,,,,2.76,0.15,-0.15,0,10.1,0.11,-0.11,0,0.0353,0.0013,-0.0013,0,,,,,,,,,-61,110,-51,0,,,,,,,,,5638,50,-50,0,0.909,0.048,-0.048,0,0.992,0.014,-0.018,0,-0.081,0.08,-0.08,0,4.42,0.1,-0.1,0,10.138,0.017,-0.017
TIC 434398831 c,1,1,Published Confirmed,0,6.210291,0.000013,-0.00002,0,0.06572,0.00024,-0.00024,0,0.50227582,0.02587211,-0.02497997,0,,,,,,,,,,0.013,0.025,-0.01,0,1050,10,-10,0,87.79,0.77,-0.61,0,2458470.624,0.0036,-0.0023,0,0,,,,,,,,,3.04,0.26,-0.26,0,14.3,0.15,-0.16,0,0.0568,0.0015,-0.0014,0,,,,,,,,,-59,106,-81,0,,,,,,,,,5638,50,-50,0,0.909,0.048,-0.048,0,0.992,0.014,-0.018,0,-0.081,0.08,-0.08,0,4.42,0.1,-0.1,0,10.138,0.017,-0.017
